rowkey,time,id,is_risk
102490,17:48.0,133640,0
102494,18:12.0,127717,0
102503,20:07.0,40590,0
102512,22:01.0,133640,0
102524,25:14.0,54195,0
102532,26:08.0,162466,0
102536,28:19.0,47709,0
102541,29:33.0,47709,0
102544,30:14.0,6897,0
102546,30:17.0,65869,0
102549,30:27.0,7712,0
102561,33:38.0,6897,0
102573,35:59.0,85935,0
102575,36:44.0,113760,0
102593,39:07.0,37807,0
102595,39:43.0,42869,0
102600,40:49.0,92404,0
102627,45:12.0,77334,0
102628,45:18.0,162466,0
102636,46:15.0,77334,0
102646,47:26.0,157244,0
102650,48:03.0,157083,0
102654,48:23.0,151143,0
102655,48:28.0,68542,0
102663,49:29.0,77334,0
102692,56:16.0,24091,0
102699,56:44.0,49923,0
102701,57:07.0,2435,0
102707,57:48.0,47470,0
102714,58:57.0,20797,0
102715,59:21.0,112399,0
102727,02:38.0,102889,0
102733,04:39.0,158011,0
102744,07:07.0,33793,0
102745,07:15.0,83225,0
102757,10:33.0,10511,0
102774,14:23.0,47709,0
102777,14:55.0,31699,0
102779,15:00.0,121175,0
102788,16:15.0,45643,0
102825,21:43.0,112537,0
102838,23:18.0,63205,0
102848,24:02.0,111968,0
102872,28:58.0,14187,0
102877,29:41.0,112819,0
102883,30:16.0,154123,0
102935,37:52.0,54116,0
102948,39:22.0,7154,0
102952,40:03.0,64901,0
102968,42:22.0,160777,0
102977,43:41.0,129717,0
102982,44:04.0,119729,0
102994,45:43.0,48070,0
103009,47:30.0,91125,0
103011,47:52.0,91125,0
103030,50:03.0,29978,0
103040,50:36.0,104842,0
103067,53:54.0,91125,0
103078,56:35.0,52515,0
103079,56:45.0,10109,0
103091,58:08.0,29978,0
103104,59:44.0,87973,0
103110,00:05.0,173689,0
103128,03:32.0,2649,0
103133,04:18.0,125721,0
103143,05:26.0,76643,0
103149,06:07.0,3523,0
103168,07:54.0,27864,0
103196,11:13.0,119388,0
103213,13:48.0,161961,0
103218,14:15.0,1619,0
103220,14:28.0,139332,0
103224,14:57.0,2649,0
103242,17:06.0,56501,0
103262,20:02.0,170260,0
103265,20:26.0,58551,0
103299,24:36.0,2649,0
103301,24:44.0,141528,0
103309,25:57.0,171105,0
103313,26:52.0,114856,0
103321,27:59.0,171056,0
103347,30:33.0,160267,0
103350,30:45.0,163821,0
103400,37:20.0,107017,0
103425,40:13.0,11558,0
103426,40:32.0,76754,0
103440,42:20.0,81506,0
103443,42:36.0,105297,0
103448,43:10.0,53315,0
103455,44:22.0,42709,0
103461,44:48.0,171345,0
103474,45:50.0,25365,0
103484,46:48.0,44828,0
103488,47:14.0,25365,0
103510,51:07.0,163821,0
103516,51:53.0,44828,0
103518,52:03.0,34355,0
103519,52:04.0,62025,0
103530,53:53.0,123066,0
103532,54:25.0,37111,0
103543,56:26.0,52114,0
103545,56:48.0,52114,0
103550,57:26.0,52114,0
103557,58:45.0,152075,0
103561,59:48.0,75162,0
103564,00:13.0,55776,0
103567,00:17.0,129920,0
103569,00:33.0,163342,0
103576,01:48.0,133405,0
103582,02:24.0,73049,0
103591,03:38.0,53315,0
103599,05:11.0,34720,0
103602,05:35.0,53315,0
103609,06:43.0,2649,0
103614,07:19.0,156824,0
103633,10:42.0,152075,0
103636,11:11.0,163342,0
103663,16:11.0,167883,0
103664,16:13.0,167883,0
103679,19:26.0,44629,0
103682,19:43.0,115871,0
103686,20:22.0,126189,0
103691,21:40.0,126189,0
103693,22:44.0,8738,0
103717,26:03.0,127441,0
103741,32:13.0,107126,0
103766,39:34.0,60400,0
103772,40:19.0,108283,0
103786,41:37.0,121139,0
103790,42:49.0,3877,0
103798,45:34.0,120830,0
103817,51:03.0,153907,0
103826,53:04.0,6516,0
103861,00:50.0,14558,0
103864,00:56.0,85203,0
103870,01:33.0,85203,0
103892,07:14.0,122672,0
103915,15:37.0,118951,0
103916,15:38.0,118951,0
103926,17:39.0,93249,0
103937,20:54.0,35137,0
103950,24:51.0,132312,0
103956,25:55.0,88726,0
103965,29:31.0,141549,0
103966,30:44.0,132312,0
103968,31:15.0,67517,0
103972,33:30.0,16888,0
104021,52:35.0,4769,0
104056,11:47.0,139912,0
104110,03:11.0,101294,0
104123,11:45.0,52757,0
104128,14:11.0,136662,0
104139,23:21.0,43495,0
104149,34:18.0,158770,0
104160,45:54.0,138441,0
104169,10:01.0,159514,0
104170,11:41.0,159514,0
104182,07:20.0,159514,0
104184,08:34.0,159514,0
104186,14:01.0,159514,0
104189,28:14.0,159514,0
104192,41:48.0,12660,0
104193,41:51.0,12660,0
104231,26:35.0,38663,0
104247,40:05.0,167263,0
104255,44:44.0,128894,0
104258,46:49.0,9678,0
104260,47:54.0,159514,0
104262,50:17.0,99798,0
104271,58:33.0,74148,0
104280,04:21.0,74148,0
104282,04:39.0,22910,0
104290,09:28.0,36914,0
104296,12:45.0,37279,0
104313,23:04.0,167565,0
104314,23:06.0,72590,0
104325,30:29.0,64042,0
104336,37:20.0,151317,0
104343,39:17.0,20320,0
104378,52:25.0,111509,0
104381,53:37.0,13097,0
104382,53:57.0,39028,0
104383,54:06.0,131635,0
104386,56:48.0,7403,0
104391,59:32.0,39028,0
104408,06:19.0,41249,0
104418,08:03.0,39028,0
104423,10:40.0,92641,0
104428,12:22.0,132600,0
104442,17:24.0,139244,0
104446,19:21.0,39028,0
104448,19:32.0,39028,0
104449,19:57.0,124405,0
104457,21:48.0,115124,0
104462,22:35.0,69608,0
104466,23:13.0,158284,0
104467,23:18.0,7403,0
104497,30:37.0,117646,0
104510,32:41.0,21489,0
104518,33:30.0,76614,0
104526,35:07.0,2847,0
104539,37:57.0,10891,0
104546,41:06.0,70236,0
104547,41:18.0,10519,0
104548,41:19.0,10519,0
104550,41:58.0,70236,0
104551,43:01.0,74148,0
104557,44:24.0,133525,0
104562,44:44.0,74148,0
104568,46:09.0,99409,0
104579,48:55.0,51931,0
104587,50:19.0,64629,0
104591,50:39.0,110678,0
104593,51:10.0,61426,0
104602,52:24.0,102773,0
104608,54:00.0,31857,0
104623,56:33.0,56502,0
104632,59:00.0,94279,0
104637,00:28.0,10566,0
104640,01:04.0,61426,0
104658,03:28.0,1095,0
104669,05:07.0,36216,0
104678,06:57.0,9510,0
104679,07:01.0,61426,0
104683,07:46.0,79868,0
104687,08:15.0,62356,0
104697,09:40.0,74041,0
104702,10:45.0,74041,0
104704,10:55.0,41630,0
104709,11:34.0,77863,0
104716,12:48.0,94279,0
104730,14:49.0,123041,0
104731,15:04.0,133234,0
104737,15:47.0,61259,0
104739,16:10.0,130645,0
104749,18:01.0,134112,0
104750,18:15.0,82630,0
104776,21:57.0,74148,0
104783,23:06.0,7403,0
104787,23:42.0,7403,0
104799,24:57.0,168718,0
104812,26:28.0,82630,0
104814,26:53.0,74148,0
104819,27:56.0,131917,0
104824,29:00.0,94342,0
104828,29:20.0,75014,0
104843,30:28.0,145627,0
104845,30:49.0,67540,0
104852,31:37.0,167837,0
104863,33:26.0,7403,0
104866,33:57.0,84728,0
104872,35:03.0,7403,0
104891,38:53.0,7403,0
104894,39:02.0,55668,0
104897,39:18.0,7403,0
104930,43:38.0,22930,0
104941,45:01.0,77341,0
104944,45:18.0,93242,0
104953,46:12.0,48399,0
104956,46:37.0,74821,0
104957,46:38.0,61229,0
104958,46:52.0,69226,0
104991,52:29.0,7403,0
104992,52:29.0,157990,0
104996,53:02.0,74736,0
104999,53:42.0,21769,0
105002,54:04.0,58383,0
105011,56:06.0,63354,0
105012,56:20.0,36316,0
105025,58:03.0,10294,0
105029,58:41.0,62070,0
105034,59:09.0,92641,0
105036,59:10.0,154515,0
105037,59:11.0,154515,0
105040,59:30.0,7403,0
105046,00:22.0,150835,0
105049,01:01.0,150835,0
105055,01:39.0,150835,0
105056,01:40.0,7403,0
105059,01:59.0,19867,0
105065,02:36.0,30346,0
105067,02:47.0,150835,0
105068,02:50.0,168126,0
105081,03:35.0,145004,0
105087,04:08.0,110720,0
105096,05:27.0,150835,0
105103,05:52.0,112815,0
105106,06:23.0,150835,0
105120,07:49.0,64641,0
105129,08:51.0,150835,0
105131,09:31.0,57573,0
105132,09:40.0,150835,0
105138,10:15.0,150835,0
105144,11:12.0,150835,0
105156,12:31.0,150835,0
105164,13:28.0,173223,0
105169,14:09.0,131917,0
105179,15:26.0,104771,0
105180,15:26.0,173223,0
105183,15:47.0,150835,0
105187,16:13.0,77341,0
105189,16:21.0,150835,0
105195,16:59.0,150835,0
105204,17:56.0,160491,0
105210,18:31.0,160491,0
105214,18:46.0,76345,0
105216,18:50.0,160491,0
105221,19:17.0,160491,0
105225,19:42.0,160491,0
105227,20:07.0,82630,0
105229,20:37.0,140210,0
105230,21:04.0,121295,0
105231,21:09.0,89837,0
105251,23:23.0,160523,0
105257,23:53.0,108902,0
105271,26:30.0,3057,0
105300,31:15.0,94522,0
105304,31:28.0,94656,0
105312,31:55.0,11285,0
105318,32:35.0,3609,0
105321,33:24.0,132787,0
105330,35:16.0,132787,0
105335,36:03.0,129565,0
105344,36:56.0,96533,0
105368,40:14.0,37459,0
105369,40:15.0,37459,0
105381,41:52.0,126397,0
105384,42:02.0,77341,0
105389,42:53.0,173759,0
105397,44:05.0,129565,0
105399,44:22.0,88575,0
105404,45:28.0,131577,0
105423,48:03.0,54837,0
105426,48:18.0,39332,0
105432,48:47.0,134245,0
105434,49:10.0,128234,0
105453,50:59.0,131577,0
105456,51:14.0,132272,0
105462,51:32.0,30033,0
105464,51:51.0,150334,0
105470,52:31.0,41738,0
105481,53:34.0,59578,0
105485,53:52.0,153313,0
105486,53:52.0,11928,0
105492,55:04.0,48280,0
105499,56:17.0,13645,0
105518,58:40.0,59578,0
105544,01:35.0,100407,0
105545,01:47.0,81099,0
105546,01:48.0,25268,0
105548,01:55.0,59578,0
105549,02:04.0,123284,0
105566,04:08.0,36502,0
105603,08:45.0,19771,0
105607,09:26.0,70805,0
105608,09:36.0,107720,0
105615,10:06.0,13275,0
105618,10:21.0,6315,0
105620,10:28.0,145507,0
105623,10:36.0,145507,0
105624,10:39.0,113181,0
105627,10:41.0,145507,0
105631,11:09.0,156824,0
105634,11:39.0,70805,0
105637,12:14.0,98304,0
105639,12:24.0,96671,0
105643,13:00.0,84289,0
105646,13:18.0,64032,0
105682,18:15.0,41293,0
105684,19:06.0,157445,0
105686,19:12.0,152127,0
105695,20:05.0,47365,0
105718,22:49.0,56627,0
105721,23:11.0,82018,0
105728,24:15.0,145966,0
105730,24:37.0,113135,0
105732,24:44.0,34890,0
105735,24:55.0,82018,0
105743,25:41.0,36316,0
105756,26:59.0,174312,0
105757,27:02.0,174312,0
105771,29:34.0,113135,0
105773,29:50.0,20056,0
105775,30:10.0,49629,0
105782,31:16.0,169112,0
105785,31:17.0,169112,0
105800,32:37.0,85203,0
105821,35:58.0,145582,0
105830,37:40.0,22776,0
105851,41:34.0,148190,0
105853,41:50.0,59578,0
105858,43:15.0,81241,0
105859,43:32.0,48188,0
105861,44:17.0,132067,0
105872,46:00.0,25795,0
105877,46:36.0,143920,0
105883,47:20.0,148190,0
105884,47:24.0,35098,0
105894,49:04.0,174416,0
105899,49:38.0,84519,0
105917,51:39.0,143920,0
105922,53:34.0,113492,0
105960,59:47.0,40475,0
105968,00:46.0,139847,0
105974,02:20.0,33154,0
105982,04:00.0,83760,0
105997,07:34.0,56275,0
106015,11:11.0,50028,0
106021,11:44.0,147988,0
106035,14:04.0,73399,0
106039,15:02.0,77904,0
106056,17:28.0,105937,0
106061,18:27.0,21964,0
106065,19:02.0,80016,0
106068,19:29.0,117353,0
106072,20:56.0,86631,0
106100,26:37.0,108177,0
106106,28:20.0,42857,0
106120,29:25.0,171522,0
106126,30:22.0,147480,0
106130,31:04.0,6851,0
106131,31:19.0,18071,0
106133,31:24.0,121750,0
106147,33:38.0,101687,0
106149,34:13.0,18071,0
106152,34:44.0,101687,0
106153,34:44.0,29172,0
106162,35:47.0,64597,0
106165,35:54.0,3057,0
106186,39:18.0,127826,0
106218,45:12.0,132116,0
106223,45:28.0,135991,0
106224,45:29.0,135991,0
106227,46:07.0,29172,0
106230,46:17.0,146607,0
106241,49:35.0,131113,0
106258,52:48.0,15073,0
106265,54:27.0,42857,0
106267,54:48.0,98970,0
106281,58:03.0,85897,0
106302,00:22.0,93381,0
106305,00:52.0,106327,0
106307,01:17.0,112547,0
106316,02:56.0,168777,0
106321,04:05.0,28502,0
106339,07:19.0,106237,0
106367,13:03.0,59262,0
106382,16:07.0,14572,0
106387,16:49.0,84784,0
106391,17:46.0,165974,0
106404,19:30.0,55480,0
106422,23:14.0,84590,0
106424,23:58.0,169112,0
106427,24:28.0,161510,0
106459,30:25.0,95580,0
106461,30:38.0,62091,0
106478,32:59.0,102015,0
106487,34:10.0,84590,0
106535,43:38.0,76083,0
106536,43:45.0,96115,0
106544,45:43.0,153975,0
106564,50:34.0,32603,0
106571,52:04.0,166709,0
106575,52:55.0,91445,0
106576,52:57.0,91445,0
106608,59:33.0,89229,0
106615,00:42.0,31035,0
106622,01:22.0,54725,0
106627,02:16.0,115073,0
106637,03:34.0,149751,0
106641,04:14.0,42019,0
106658,06:33.0,139578,0
106668,08:06.0,66397,0
106701,12:23.0,94287,0
106709,14:12.0,84674,0
106716,15:45.0,3057,0
106731,19:14.0,165760,0
106749,22:39.0,61533,0
106750,22:52.0,61533,0
106766,26:25.0,51333,0
106770,26:58.0,22194,0
106777,29:01.0,128185,0
106793,31:19.0,145627,0
106816,36:03.0,108108,0
106853,41:49.0,75293,0
106875,45:53.0,22549,0
106887,48:26.0,53408,0
106890,48:57.0,73539,0
106913,52:55.0,20940,0
106942,58:13.0,158996,0
106947,58:54.0,136853,0
106951,59:24.0,136853,0
106976,04:20.0,120338,0
106996,06:18.0,98898,0
107003,07:53.0,111055,0
107022,11:31.0,114788,0
107028,13:20.0,111055,0
107031,14:04.0,109868,0
107052,16:45.0,17453,0
107083,20:27.0,152127,0
107084,20:30.0,76345,0
107085,20:31.0,168944,0
107107,23:42.0,78415,0
107108,23:43.0,64114,0
107114,25:50.0,20906,0
107116,25:58.0,102773,0
107117,26:06.0,36151,0
107130,28:55.0,158055,0
107131,29:07.0,142150,0
107137,30:21.0,75162,0
107151,32:30.0,43319,0
107153,32:47.0,110608,0
107161,34:03.0,2582,0
107162,34:05.0,7254,0
107175,35:47.0,61428,0
107178,36:08.0,18027,0
107183,36:50.0,123989,0
107229,46:29.0,84632,0
107230,46:49.0,84632,0
107232,47:02.0,38234,0
107241,48:58.0,44658,0
107245,50:43.0,120022,0
107251,53:31.0,2582,0
107256,54:25.0,2582,0
107283,59:26.0,165535,0
107286,59:35.0,48280,0
107299,00:48.0,119417,0
107306,01:38.0,63454,0
107328,03:34.0,90376,0
107333,04:01.0,73391,0
107354,07:56.0,64963,0
107356,08:40.0,91163,0
107373,11:12.0,10296,0
107400,15:15.0,50196,0
107402,15:37.0,90108,0
107403,15:59.0,145023,0
107414,17:42.0,157583,0
107420,19:01.0,22549,0
107421,19:13.0,120720,0
107422,19:15.0,120720,0
107424,19:41.0,167450,0
107431,21:11.0,61501,0
107435,21:26.0,76052,0
107438,21:39.0,80141,0
107442,22:29.0,48826,0
107460,25:49.0,81637,0
107469,27:21.0,85018,0
107485,30:01.0,85018,0
107492,30:45.0,65866,0
107493,30:46.0,90020,0
107501,31:53.0,94287,0
107504,32:08.0,50826,0
107507,32:16.0,48280,0
107511,32:34.0,49923,0
107513,32:39.0,172450,0
107514,32:41.0,172450,0
107517,32:51.0,22732,0
107518,33:00.0,63454,0
107522,33:40.0,121741,0
107530,34:21.0,58686,0
107532,34:34.0,171345,0
107561,38:49.0,159523,0
107575,40:45.0,143028,0
107577,41:07.0,17409,0
107586,43:26.0,17409,0
107616,48:23.0,138993,0
107635,51:28.0,113800,0
107648,52:25.0,92743,0
107653,52:50.0,26872,0
107655,53:06.0,131463,0
107674,55:43.0,83147,0
107688,59:29.0,133409,0
107696,01:31.0,144873,0
107698,01:42.0,51931,0
107709,03:01.0,87230,0
107712,03:41.0,126063,0
107720,05:05.0,170099,0
107731,07:38.0,69164,0
107748,10:06.0,68050,0
107749,10:19.0,36876,0
107755,12:01.0,74808,0
107782,15:20.0,36404,0
107798,18:21.0,78395,0
107836,24:41.0,131113,0
107843,25:56.0,112227,0
107898,36:22.0,19567,0
107904,37:06.0,166174,0
107968,47:41.0,8187,0
107976,49:23.0,136853,0
108001,52:53.0,76754,0
108017,55:31.0,166174,0
108021,56:11.0,129379,0
108026,56:37.0,131007,0
108035,57:35.0,46466,0
108067,03:32.0,6825,0
108068,03:59.0,46466,0
108074,05:07.0,57608,0
108075,06:18.0,131577,0
108078,07:09.0,28502,0
108097,12:40.0,69311,0
108103,13:54.0,21447,0
108116,17:09.0,37719,0
108130,19:47.0,120096,0
108145,22:12.0,68878,0
108152,23:15.0,57555,0
108179,28:54.0,129253,0
108183,30:02.0,60241,0
108186,30:25.0,8528,0
108190,31:31.0,24091,0
108205,34:07.0,169135,0
108239,44:12.0,154453,0
108268,52:12.0,42249,0
108270,52:23.0,126810,0
108271,52:53.0,12115,0
108289,56:22.0,72184,0
108314,01:04.0,109128,0
108319,01:57.0,137854,0
108323,02:44.0,57555,0
108348,08:26.0,23909,0
108377,16:37.0,85262,0
108378,16:38.0,40348,0
108391,18:22.0,144597,0
108398,19:12.0,144597,0
108399,19:32.0,144597,0
108400,20:13.0,151823,0
108412,21:38.0,129528,0
108415,22:09.0,151823,0
108434,26:56.0,171105,0
108435,27:25.0,106040,0
108438,27:38.0,448,0
108439,27:43.0,104799,0
108445,29:44.0,64185,0
108451,30:45.0,116688,0
108453,31:33.0,2801,0
108468,34:28.0,26523,0
108471,35:26.0,102924,0
108479,37:06.0,76331,0
108493,41:18.0,137854,0
108506,42:42.0,57637,0
108512,43:47.0,160077,0
108538,48:09.0,94209,0
108547,48:53.0,29895,0
108573,53:33.0,61259,0
108602,01:05.0,10795,0
108612,03:02.0,15696,0
108613,03:11.0,74148,0
108621,04:22.0,15696,0
108632,07:25.0,57637,0
108635,07:44.0,78365,0
108640,08:38.0,164605,0
108645,09:39.0,48664,0
108646,09:40.0,48664,0
108670,13:58.0,90289,0
108672,14:37.0,61253,0
108675,14:54.0,105297,0
108687,17:26.0,47725,0
108688,17:50.0,171105,0
108717,22:49.0,35989,0
108720,23:09.0,152510,0
108722,23:18.0,63052,0
108739,25:28.0,131325,0
108742,26:23.0,35989,0
108746,26:48.0,103341,0
108748,27:13.0,170587,0
108749,27:21.0,35471,0
108759,29:06.0,153650,0
108775,32:32.0,39877,0
108777,33:14.0,171105,0
108789,34:52.0,14558,0
108811,37:57.0,41729,0
108819,39:20.0,51580,0
108824,39:40.0,75014,0
108840,43:21.0,114788,0
108844,43:34.0,134309,0
108846,43:50.0,14558,0
108847,44:02.0,106613,0
108857,45:17.0,23648,0
108863,45:41.0,57776,0
108864,45:47.0,171239,0
108866,46:03.0,46392,0
108870,46:24.0,23648,0
108872,46:57.0,138862,0
108876,48:02.0,14558,0
108883,50:37.0,122998,0
108884,50:41.0,14259,0
108890,51:18.0,174809,0
108911,56:55.0,81377,0
108917,57:34.0,170194,0
108935,59:48.0,163970,0
108959,03:49.0,61838,0
108962,04:40.0,9507,0
108976,07:14.0,38207,0
109001,11:44.0,69397,0
109014,14:30.0,111648,0
109024,16:29.0,136072,0
109025,16:46.0,39332,0
109029,17:18.0,92641,0
109030,17:21.0,131407,0
109031,17:28.0,105403,0
109040,18:54.0,67323,0
109041,18:56.0,79170,0
109044,19:18.0,116310,0
109073,24:39.0,169894,0
109097,27:49.0,24413,0
109111,30:15.0,10281,0
109112,30:21.0,137111,0
109117,31:12.0,71807,0
109133,33:08.0,104909,0
109135,33:16.0,41022,0
109144,34:11.0,171857,0
109145,34:40.0,122653,0
109164,37:51.0,38739,0
109180,39:33.0,20461,0
109199,41:13.0,86122,0
109211,43:15.0,126139,0
109212,43:15.0,15185,0
109224,44:45.0,69090,0
109249,48:31.0,115955,0
109250,48:32.0,158884,0
109264,50:14.0,171522,0
109273,51:44.0,57828,0
109284,52:43.0,3729,0
109287,53:08.0,172285,0
109289,53:32.0,6270,0
109295,54:05.0,172285,0
109296,54:05.0,8129,0
109300,54:18.0,144597,0
109320,56:59.0,115192,0
109329,58:05.0,110407,0
109332,58:11.0,15489,0
109358,01:29.0,21710,0
109362,01:56.0,112361,0
109383,04:26.0,28536,0
109385,04:30.0,16997,0
109397,06:28.0,92623,0
109398,06:28.0,122253,0
109401,07:00.0,92623,0
109402,07:02.0,77015,0
109403,07:11.0,19860,0
109404,07:15.0,69200,0
109407,08:05.0,92623,0
109414,09:21.0,67501,0
109428,10:56.0,22549,0
109430,11:16.0,157016,0
109436,11:41.0,41706,0
109445,12:55.0,85954,0
109446,12:57.0,110214,0
109447,13:07.0,85954,0
109466,15:27.0,85954,0
109472,16:34.0,22549,0
109480,17:08.0,133188,0
109500,19:21.0,94340,0
109510,21:01.0,122253,0
109519,22:40.0,11488,0
109528,23:16.0,137111,0
109533,23:56.0,171847,0
109538,24:39.0,70138,0
109543,25:06.0,145363,0
109557,26:44.0,18071,0
109596,31:00.0,158245,0
109598,31:07.0,69324,0
109613,32:54.0,1619,0
109619,33:56.0,105403,0
109627,34:10.0,69099,0
109652,38:05.0,13015,0
109657,38:41.0,77863,0
109660,38:51.0,104308,0
109661,39:14.0,159008,0
109664,39:51.0,104128,0
109668,40:39.0,153726,0
109678,42:23.0,137111,0
109680,42:29.0,65514,0
109681,42:36.0,52934,0
109682,42:39.0,52934,0
109683,42:41.0,175716,0
109684,42:42.0,145900,0
109697,44:52.0,104128,0
109735,49:12.0,119937,0
109745,50:35.0,22549,0
109748,51:02.0,22194,0
109757,51:38.0,128787,0
109769,53:45.0,125127,0
109784,55:14.0,32426,0
109791,56:01.0,75835,0
109819,58:25.0,104989,0
109824,58:37.0,101655,0
109847,02:28.0,143920,0
109861,03:58.0,44585,0
109863,04:27.0,111099,0
109872,06:51.0,128787,0
109884,07:45.0,10281,0
109885,08:24.0,10281,0
109890,09:07.0,10281,0
109893,09:36.0,10281,0
109895,10:02.0,52114,0
109920,14:31.0,104128,0
109937,17:42.0,104989,0
109946,19:35.0,43495,0
109952,21:32.0,67540,0
109956,22:08.0,166952,0
109966,24:12.0,47610,0
109991,28:29.0,40570,0
110005,32:00.0,43495,0
110008,32:57.0,50196,0
110021,36:21.0,76781,0
110025,37:39.0,92535,0
110028,38:34.0,15437,0
110042,42:31.0,148391,0
110103,59:43.0,110075,0
110111,02:35.0,166928,0
110112,02:43.0,51795,0
110117,03:50.0,86222,0
110167,20:25.0,141474,0
110173,22:15.0,106213,0
110174,23:33.0,137277,0
110178,24:45.0,174544,0
110179,25:20.0,174544,0
110184,26:55.0,171737,0
110197,31:26.0,50351,0
110198,31:41.0,35062,0
110199,32:29.0,128188,0
110202,34:02.0,97169,0
110219,40:03.0,92356,0
110223,43:33.0,171737,0
110227,45:06.0,97171,0
110240,53:37.0,55776,0
110268,14:54.0,128894,0
110282,31:33.0,141474,0
110286,35:06.0,141474,0
110303,52:48.0,162571,0
110304,52:51.0,162571,0
110307,56:29.0,162571,0
110325,14:22.0,76517,0
110344,49:56.0,163830,0
110357,32:24.0,87770,0
110358,33:00.0,87770,0
110373,35:46.0,133348,0
110392,27:42.0,77368,0
110402,51:54.0,77368,0
110405,53:07.0,85633,0
110425,21:32.0,133218,0
110428,22:58.0,44621,0
110429,22:59.0,133218,0
110439,25:38.0,101897,0
110452,40:24.0,60007,0
110455,41:06.0,85108,0
110462,46:06.0,127905,0
110469,50:59.0,40207,0
110478,58:21.0,45363,0
110485,03:03.0,99987,0
110486,04:16.0,99987,0
110499,08:59.0,89405,0
110519,17:01.0,174239,0
110520,17:05.0,170294,0
110547,33:39.0,136853,0
110553,36:55.0,23221,0
110555,37:53.0,13607,0
110563,41:20.0,139148,0
110573,46:20.0,54698,0
110574,46:28.0,37279,0
110575,47:08.0,63850,0
110594,57:30.0,150514,0
110621,05:51.0,92873,0
110640,10:04.0,1266,0
110641,10:09.0,171796,0
110642,10:11.0,171796,0
110647,11:37.0,4102,0
110665,15:48.0,174052,0
110667,16:41.0,161006,0
110682,19:01.0,105446,0
110687,21:31.0,40973,0
110690,22:22.0,22689,0
110692,22:35.0,143401,0
110714,27:05.0,159313,0
110716,27:35.0,133144,0
110718,28:50.0,77321,0
110731,31:52.0,33793,0
110737,32:39.0,34155,0
110738,32:42.0,34155,0
110747,34:30.0,24073,0
110764,39:29.0,69233,0
110778,42:10.0,70927,0
110810,47:22.0,93963,0
110840,51:36.0,120587,0
110865,56:14.0,8733,0
110875,59:02.0,121919,0
110876,59:25.0,40762,0
110883,00:21.0,100310,0
110905,06:30.0,156830,0
110927,10:30.0,126049,0
110930,10:51.0,61416,0
110946,12:55.0,74148,0
110958,14:40.0,20345,0
110965,15:40.0,169433,0
110976,17:28.0,104065,0
110996,19:57.0,166812,0
111000,21:03.0,116521,0
111006,21:46.0,37279,0
111017,22:51.0,75835,0
111026,24:27.0,43379,0
111037,25:54.0,37279,0
111041,26:31.0,34155,0
111052,27:24.0,34155,0
111055,28:09.0,34155,0
111068,30:18.0,173093,0
111073,30:23.0,99479,0
111091,32:16.0,75162,0
111099,33:24.0,101777,0
111104,33:57.0,6328,0
111124,36:49.0,67268,0
111134,37:55.0,132690,0
111145,39:05.0,6328,0
111159,40:51.0,32727,0
111187,45:35.0,42170,0
111201,47:58.0,11708,0
111218,50:53.0,12115,0
111220,51:04.0,101827,0
111232,52:31.0,143910,0
111250,53:55.0,132506,0
111266,55:54.0,34524,0
111296,00:26.0,150835,0
111302,01:02.0,102804,0
111307,01:42.0,150835,0
111317,03:03.0,93967,0
111329,04:40.0,90404,0
111358,08:34.0,16025,0
111372,09:58.0,35203,0
111378,11:14.0,61416,0
111416,16:15.0,2183,0
111419,16:49.0,122007,0
111427,17:15.0,143028,0
111438,19:13.0,27232,0
111440,19:18.0,8708,0
111444,20:07.0,154429,0
111449,20:28.0,106613,0
111456,21:09.0,24136,0
111463,21:30.0,8708,0
111465,21:33.0,98932,0
111481,23:14.0,129565,0
111483,23:29.0,56704,0
111503,26:46.0,130173,0
111524,29:34.0,143028,0
111529,30:13.0,50537,0
111550,33:10.0,158555,0
111566,34:39.0,131917,0
111568,34:44.0,30169,0
111572,35:16.0,30169,0
111588,37:24.0,30169,0
111604,38:27.0,19878,0
111606,38:42.0,84424,0
111633,41:51.0,118386,0
111636,42:18.0,151823,0
111640,42:49.0,68562,0
111648,43:49.0,116836,0
111650,43:57.0,87372,0
111656,44:58.0,78415,0
111670,46:29.0,107120,0
111699,51:10.0,17893,0
111710,52:46.0,88769,0
111714,53:11.0,89096,0
111737,55:57.0,132980,0
111741,56:39.0,71217,0
111768,00:12.0,104710,0
111769,00:24.0,115867,0
111788,02:22.0,104710,0
111808,04:26.0,172930,0
111809,04:27.0,47693,0
111834,06:32.0,20701,0
111837,06:55.0,53499,0
111852,08:47.0,175787,0
111857,10:09.0,107120,0
111861,11:11.0,169468,0
111866,11:55.0,34243,0
111873,13:24.0,115867,0
111875,14:08.0,79940,0
111888,15:44.0,83428,0
111899,17:14.0,48590,0
111911,19:15.0,175787,0
111917,20:05.0,19066,0
111919,20:15.0,123989,0
111958,26:42.0,59055,0
111969,28:43.0,117686,0
111995,32:58.0,27849,0
112008,34:36.0,23019,0
112060,39:25.0,74455,0
112062,39:59.0,86877,0
112070,40:40.0,101572,0
112079,42:43.0,101192,0
112111,46:28.0,10891,0
112113,46:37.0,144174,0
112131,48:27.0,76754,0
112153,53:06.0,16487,0
112157,53:46.0,77334,0
112178,57:08.0,24173,0
112190,59:32.0,36204,0
112203,02:09.0,120459,0
112228,07:22.0,34243,0
112229,07:24.0,83610,0
112235,09:03.0,3440,0
